14.6340 9 IMU_ACCEL 1.036133 0.127930 -9.875000
14.6440 9 ACTUATORS 1490,1490,1000,1000
14.6640 9 RC 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.6840 9 AIR_DATA 100412.500000 0.000000 23.125000 997.856567 0.000000 -1.000000 -1.000000
14.7040 9 ATTITUDE -0.014417 0.942739 0.063943
14.7140 9 IMU_MAG -0.146973 1.341309 -1.152832
14.7240 9 IMU_GYRO 0.195801 -0.003174 -1.669678
14.7340 9 IMU_ACCEL 1.001953 0.142578 -9.989258
14.8140 9 IMU_MAG -0.405762 1.333496 -1.129395
14.8240 9 IMU_GYRO 0.228760 0.087158 -2.068848
14.8340 9 IMU_ACCEL 1.145508 0.137695 -10.075195
14.8940 9 ACTUATORS 1490,1490,1000,1000
14.9140 9 RC 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.9140 9 IMU_MAG -0.656738 1.277832 -1.083984
14.9240 9 IMU_GYRO 0.249023 0.130859 -2.140137
14.9340 9 AIR_DATA 100413.250000 0.000000 23.187500 997.856567 0.000000 -1.000000 -1.000000
14.9340 9 IMU_ACCEL 1.135742 0.099609 -10.027344
14.9540 9 ATTITUDE 0.006526 0.455311 0.072245
15.0140 9 IMU_MAG -0.871582 1.153809 -1.050781
15.0240 9 IMU_GYRO 0.235107 -0.067871 -1.903809
15.0340 9 IMU_ACCEL 1.241211 0.033203 -9.979492
15.1140 9 IMU_MAG -1.006836 1.027344 -1.045410
15.1240 9 IMU_GYRO 0.170166 -0.003174 -1.385498
15.1340 9 IMU_ACCEL 1.203125 -0.061523 -9.908203
15.1440 9 ACTUATORS 1490,1490,1000,1000
15.1640 9 RC 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.1840 9 AIR_DATA 100409.750000 0.000000 23.187500 997.856567 0.000000 -1.000000 -1.000000
15.2040 9 ATTITUDE 0.022164 0.072214 0.067131
15.2140 9 IMU_MAG -1.096680 0.897949 -1.029297
15.2240 9 IMU_GYRO 0.109375 0.062744 -0.678955
15.2340 9 IMU_ACCEL 1.198242 -0.071289 -9.913086
15.3140 9 IMU_MAG -1.110352 0.868164 -1.041992
15.3240 9 IMU_GYRO 0.016846 -0.087158 0.103027
